AccerlerometerX,AccerlerometerY,AccerlerometerZ,UtcTicks
-0.0796,-0.9898,-0.1181,635740559793206994
-0.0796,-0.9898,-0.1181,635740559793411167
-0.0796,-0.9898,-0.1181,635740559793615515
-0.0796,-0.9898,-0.1181,635740559793809706
-0.0796,-0.9898,-0.1181,635740559794011418
-0.0294,-0.9935,-0.1098,635740559794215677
0.0042,-0.9948,-0.1015,635740559794408262
0.0042,-0.9948,-0.1015,635740559794609965
0.0210,-0.9962,-0.0847,635740559794814198
0.0210,-0.9962,-0.0847,635740559795008460
0.0210,-0.9962,-0.0847,635740559795212645
0.0210,-0.9962,-0.0847,635740559795416616
0.0210,-0.9962,-0.0847,635740559795610880
0.0462,-0.9983,-0.0343,635740559795815095
0.0547,-0.9985,-0.0007,635740559796005149
0.0547,-0.9985,-0.0007,635740559796209396
0.0547,-0.9984,0.0161,635740559796413774
0.0546,-0.9977,0.0413,635740559796608204
0.0546,-0.9977,0.0413,635740559796812346
0.0546,-0.9963,0.0665,635740559797002813
0.0546,-0.9963,0.0665,635740559797206849
0.0546,-0.9943,0.0917,635740559797411265
0.0546,-0.9943,0.0917,635740559797615525
0.0546,-0.9943,0.0917,635740559797809768
0.0546,-0.9943,0.0917,635740559798014029
0.0546,-0.9943,0.0917,635740559798208272
0.0546,-0.9943,0.0917,635740559798412519
0.1214,-0.9847,0.1248,635740559798616859
0.2039,-0.9676,0.1491,635740559798808049
0.2039,-0.9676,0.1491,635740559799012626
0.3011,-0.9421,0.1478,635740559799207119
0.3486,-0.9257,0.1470,635740559799411199
0.3486,-0.9257,0.1470,635740559799615461
0.3644,-0.9209,0.1385,635740559799809622
0.3644,-0.9209,0.1385,635740559800013873
0.3881,-0.9146,0.1137,635740559800212029
0.3885,-0.9171,0.0893,635740559800416383
0.3885,-0.9171,0.0893,635740559800610666
0.4122,-0.9111,-0.0088,635740559800815279
0.4195,-0.9054,-0.0658,635740559801012987
0.4195,-0.9054,-0.0658,635740559801212877
0.4192,-0.9034,-0.0902,635740559801409186
0.4112,-0.9043,-0.1147,635740559801618577
0.4112,-0.9043,-0.1147,635740559801812775
0.3800,-0.9144,-0.1396,635740559802006994
0.3800,-0.9144,-0.1396,635740559802211205
0.3563,-0.9212,-0.1563,635740559802420093
0.3088,-0.9366,-0.1654,635740559802614452
0.3088,-0.9366,-0.1654,635740559802808691
0.2604,-0.9481,-0.1826,635740559803013378
0.2361,-0.9544,-0.1829,635740559803212054
0.2361,-0.9544,-0.1829,635740559803416280
0.1953,-0.9634,-0.1835,635740559803610545
0.1706,-0.9680,-0.1838,635740559803814942
0.1706,-0.9680,-0.1838,635740559804009285
0.1376,-0.9732,-0.1841,635740559804213329
0.1128,-0.9807,-0.1595,635740559804403481
0.1128,-0.9807,-0.1595,635740559804607732
0.0713,-0.9894,-0.1264,635740559804812027
